index,is_incorrect,model_answer,correct_answer,predictive_entropy,shannon_entropy
10,False,"Let x be the number of people on the ship the monster ate in the first hundred years. Each subsequent ship has twice as many people as the last, so the second ship has 2x people, and the third ship has 4x people (since it's twice the size of the second ship). In total, the number of people eaten by the monster over three hundred years is x + 2x + 4x = 7x.

We know that the monster has consumed 847 people in total, so we can set up an equation to solve for x:

7x = 847

To find the value of x, we divide both sides of the equation by 7:

x = 847 / 7
x = 121

Therefore, there were 121 people on the ship the monster ate in the first hundred years. The answer is 121.","Let S be the number of people on the first hundred years’ ship.
The second hundred years’ ship had twice as many as the first, so it had 2S people.
The third hundred years’ ship had twice as many as the second, so it had 2 * 2S = <<2*2=4>>4S people.
All the ships had S + 2S + 4S = 7S = 847 people.
Thus, the ship that the monster ate in the first hundred years had S = 847 / 7 = <<847/7=121>>121 people on it.
#### 121",0.249736860394478,0.291015625
11,True,"Tobias saved his $5 monthly allowance for three months, so he has 5 x 3 = $15 from his allowance. He mows 4 lawns at $15 each, earning 4 x 15 = $60. He buys the shoes for $95 and has $15 left, so he spent 95 - 15 = $80. He earned $60 from mowing lawns, so he needs to earn 80 - 60 = $20 from shoveling driveways. Since he charges $7 per driveway, he shoveled 20 / 7 = 2.857, rounding up to the nearest whole number, he shoveled 3 driveways. The answer is 3.","He saved up $110 total because 95 + 15 = <<95+15=110>>110
He saved $15 from his allowance because 3 x 5 = <<3*5=15>>15
He earned $60 mowing lawns because 4 x 15 = <<4*15=60>>60
He earned $35 shoveling driveways because 110 - 60 - 15 = <<110-60-15=35>>35
He shoveled 5 driveways because 35 / 7 = <<35/7=5>>5
#### 5",0.261496305465698,0.33984375
12,False,"There are 60 mango trees. Half as many coconut trees would be 60/2 = 30 coconut trees. 5 less than half as many is 30 - 5 = 25 coconut trees. 

In total, Randy has 60 mango trees + 25 coconut trees = 85 trees. The answer is 85.","Half of the number of Randy's mango trees is 60/2 = <<60/2=30>>30 trees.
So Randy has 30 - 5 = <<30-5=25>>25 coconut trees.
Therefore, Randy has 60 + 25 = <<60+25=85>>85 treeson his farm.
#### 85",0.255825906991959,0.21484375
13,False,"First, calculate the cost of the cream cheese: $10 (price of cheddar cheese) / 2 = $5.
Second, calculate the cost of the cold cuts: $10 (price of cheddar cheese) x 2 = $20.
Finally, add the costs of all the ingredients: $10 (cheddar cheese) + $5 (cream cheese) + $20 (cold cuts) = $35. The answer is $35.","A pound of cream cheese cost $10 / 2 = $<<10/2=5>>5.
A pack of cold cuts cost $10 x 2 = $<<10*2=20>>20.
Jasper spent $10 + $5 + $20 = $<<10+5+20=35>>35 on the ingredients.
#### 35",0.205043464899063,0.1865234375
14,False,"1. Calculate the number of pages Joy can read in one hour.
Since Joy reads 8 pages in 20 minutes, that means she reads 8/20 = 0.4 pages per minute.
0.4 pages per minute x 60 minutes = 24 pages per hour

2. Calculate the total time required to read 120 pages.
120 pages / 24 pages per hour = 5 hours

The answer is 5.
","In one hour, there are 3 sets of 20 minutes.
So, Joy can read 8 x 3 = <<8*3=24>>24 pages in an hour.
It will take her 120/24 = <<120/24=5>>5 hours to read 120 pages.
#### 5",0.48672166466713,0.416015625
15,True,"James created a movie costing $2000. 500 DVDs are sold each day, so he sells 500 x $2.5 = $1250 worth of each DVD. The revenue from selling one DVD is $1250 - $6 = $1244. Selling 500 DVDs a day, he makes 500 x $1244 = $622000 a day. As he sells them for 5 days a week, he earns 5 x $622000 = $3110000 per week. In 20 weeks, he earns 20 x $3110000 = $62200000. The answer is $62200000.","He sold each DVD for 6*2.5=$<<6*2.5=15>>15
So he makes a profit of 15-6=$<<15-6=9>>9
So each day he makes a profit of 9*500=$<<9*500=4500>>4500
So he makes 4500*5=$<<4500*5=22500>>22,500
He makes 22,500*20=$<<22500*20=450000>>450,000
Then after the cost of creating the movie he has a profit of 450,000-2000=$<<450000-2000=448000>>448,000
#### 448000",0.345311105251312,0.353515625
16,False,"The profit is divided in the ratio 2:5, which means for every 2 parts that Mike gets, Johnson gets 5 parts. If Johnson got $2500, that represents 5 parts of the profit. First, let's find the value of one part.

One part is worth $2500 / 5 = $500.

Since Mike gets 2 parts, he will have 2 parts x $500 = $1000 before spending on the shirt.

After spending $200 on a shirt, Mike will have $1000 - $200 = $800 left. The answer is $800.","According to the ratio, for every 5 parts that Johnson gets, Mike gets 2 parts
Since Johnson got $2500, each part is therefore $2500/5 = $<<2500/5=500>>500
Mike will get 2*$500 = $<<2*500=1000>>1000
After buying the shirt he will have $1000-$200 = $<<1000-200=800>>800 left
#### 800",0.304877758026123,0.337890625
17,False,"Initially, there were 26 pink, 15 green, and 24 yellow hard hats, making a total of 26 + 15 + 24 = 65 hard hats.

Carl removes 4 pink hard hats, leaving 26 - 4 = 22 pink hard hats.

John removes 6 pink hard hats, leaving 22 - 6 = 16 pink hard hats.

Since John took twice as many green hard hats as pink ones (which are 6), he took 6 * 2 = 12 green hard hats.

After John's removal, there are 15 - 12 = 3 green hard hats remaining.

The total number of hard hats left in the truck is 16 pink + 3 green + 24 yellow = 43 hard hats.

The answer is 43.","If there were 26 pink hard hats and Carl took away 4 pink hard hats, the number of pink hard hats that remained is 26-4 = <<26-4=22>>22
John also took away 6 pink hard hats, leaving 22-6 = <<22-6=16>>16 pink hard hats in the truck.
If John also took twice as many green hard hats as pink hard hats, he took 2*6 = <<6*2=12>>12 green hard hats.
The total number of green hard hats that remained in the truck is 15-12 = <<15-12=3>>3
In the truck, after some are taken, there were 3 green hard hats + 16 pink hard hats = <<3+16=19>>19 hard hats in the truck.
Altogether, 19 green and pink hard hats + 24 yellow hards hats = <<19+24=43>>43 hard hats remained in the truck
#### 43",0.170651853084564,0.1923828125
18,True,"Roque walks to and from work three times a week, which is a total of 3 * 2 = 6 hours. He bikes to and from work twice a week, which is a total of 2 * 1 = 2 hours. In total, he spends 6 + 2 = 8 hours getting to and from work a week with walking and biking. The answer is 8.","Roque takes 2*3 = <<2*3=6>>6 hours a week to walk to work.
Roque takes 6*2 = <<6*2=12>>12 hours a week to walk to and from work.
Roque takes 1*2 = <<1*2=2>>2 hours a week to bike to work.
Roque takes 2*2 = <<2*2=4>>4 hours a week to bike to and from work.
In total, Roque takes 12+4 = <<12+4=16>>16 hour a week to go to and from work.
#### 16",0.157827988266945,0.267578125
19,False,"Tim has to ride 20 miles to work and 20 miles back, which is 40 miles total per day. He does this for 5 workdays, so he rides 40 * 5 = 200 miles for work.

Adding his weekend bike ride, he bikes a total of 200 + 200 = 400 miles a week.

Tim can bike at 25 mph. To find out how much time he spends biking a week, we divide the total miles by his speed: 400 miles / 25 mph = 16 hours.

The answer is 16 hours.","He bikes 20*2=<<20*2=40>>40 miles each day for work
So he bikes 40*5=<<40*5=200>>200 miles for work
That means he bikes a total of 200+200=<<200+200=400>>400 miles for work
So he bikes a total of 400/25=<<400/25=16>>16 hours
#### 16",0.286603093147278,0.365234375
